,incident_type,finding,action_taken
6216,Citizen complaint,Not Sustained,No action
6217,Citizen complaint,Not Sustained,No action
6229,Citizen complaint,Unfounded,No action
6230,Citizen complaint,Sustained,No action
6231,Citizen complaint,Unfounded,No action
6232,Citizen complaint,Unfounded,No action
6233,Citizen complaint,Not Sustained,No action
6234,Citizen complaint,Unfounded,No action
6237,Citizen complaint,Unfounded,No action
6238,Citizen complaint,Unfounded,No action
6239,Citizen complaint,Not Sustained,No action
6240,Citizen complaint,Not Sustained,No action
6241,Citizen complaint,Not Sustained,No action
6242,Citizen complaint,Unfounded,No action
6243,Citizen complaint,Sustained,No action
6244,Citizen complaint,Sustained,No action
6245,Citizen complaint,Sustained,No action
6246,Citizen complaint,Sustained,No action
6247,Citizen complaint,Filed,No action
6249,Citizen complaint,Not Sustained,No action
6253,Citizen complaint,Not Sustained,No action
6254,Citizen complaint,Not Sustained,No action
6255,Citizen complaint,Not Sustained,No action
6256,Citizen complaint,Not Sustained,No action
6257,Citizen complaint,Unfounded,No action
6270,Citizen complaint,Sustained,No action
6271,Citizen complaint,Sustained,No action
6272,Citizen complaint,Unfounded,No action
6273,Citizen complaint,Unfounded,No action
6274,Citizen complaint,Unfounded,No action
6277,Citizen complaint,Unfounded,No action
6278,Citizen complaint,Unfounded,No action
6281,Citizen complaint,Not Sustained,No action
6284,Citizen complaint,Unfounded,No action
6287,Citizen complaint,Unfounded,No action
6288,Citizen complaint,Unfounded,No action
6289,Citizen complaint,Unfounded,No action
6290,Citizen complaint,Unfounded,No action
6291,Citizen complaint,Unfounded,No action
6292,Citizen complaint,Not Sustained,No action
6293,Citizen complaint,Not Sustained,No action
6294,Citizen complaint,Sustained,No action
6295,Citizen complaint,Unfounded,No action
6296,Citizen complaint,Unfounded,No action
6298,Citizen complaint,Not Sustained,No action
6299,Citizen complaint,Exonerated,No action
6300,Citizen complaint,Not Sustained,No action
6301,Citizen complaint,Unfounded,No action
6302,Citizen complaint,Unfounded,No action
6303,Citizen complaint,Not Sustained,No action
6304,Citizen complaint,Not Sustained,No action
6305,Citizen complaint,Not Sustained,No action
6306,Citizen complaint,Not Sustained,No action
6308,Citizen complaint,Not Sustained,No action
6309,Citizen complaint,Sustained,No action
6310,Citizen complaint,Sustained,No action
6311,Citizen complaint,Sustained,No action
6312,Citizen complaint,Not Sustained,No action
6313,Citizen complaint,Not Sustained,No action
6314,Citizen complaint,Unfounded,No action
6315,Citizen complaint,Unfounded,No action
6316,Citizen complaint,Unfounded,No action
6317,Citizen complaint,Unfounded,No action
6318,Citizen complaint,Exonerated,No action
6319,Citizen complaint,Not Sustained,No action
6320,Citizen complaint,Unfounded,No action
6323,Citizen complaint,Not Sustained,No action
6324,Citizen complaint,Not Sustained,No action
6326,Citizen complaint,Unfounded,No action
6327,Citizen complaint,Unfounded,No action
6328,Citizen complaint,Sustained,No action
6329,Citizen complaint,Sustained,No action
6337,Citizen complaint,Sustained,No action
6338,Citizen complaint,Sustained,No action
6344,Citizen complaint,Pending,No action
6345,Citizen complaint,Unfounded,No action
6347,Citizen complaint,Sustained,No action
6348,Citizen complaint,Sustained,No action
6349,Citizen complaint,Not Sustained,No action
6353,Citizen complaint,Not Sustained,No action
6354,Citizen complaint,Sustained,No action
6355,Citizen complaint,Sustained,No action
6356,Citizen complaint,Not Sustained,No action
6358,Citizen complaint,Not Sustained,No action
6360,Citizen complaint,Not Sustained,No action
6361,Citizen complaint,Unfounded,No action
6366,Citizen complaint,Not Sustained,No action
6369,Citizen complaint,Not Sustained,No action
6370,Citizen complaint,Not Sustained,No action
6371,Citizen complaint,Unfounded,No action
6372,Citizen complaint,Exonerated,No action
6373,Citizen complaint,Not Sustained,No action
6374,Citizen complaint,Unfounded,No action
6376,Citizen complaint,Not Sustained,No action
6377,Citizen complaint,Unfounded,No action
6379,Citizen complaint,Not Sustained,No action
6380,Citizen complaint,Withdrawn,No action
6381,Citizen complaint,Unfounded,No action
6382,Citizen complaint,Sustained,No action
6383,Citizen complaint,Unfounded,No action
6385,Citizen complaint,Not Sustained,No action
6386,Citizen complaint,Unfounded,No action
6391,Citizen complaint,Sustained,Retired
6392,Citizen complaint,Not Sustained,No action
6393,Citizen complaint,Exonerated,No action
6394,Citizen complaint,Not Sustained,No action
6395,Citizen complaint,Not Sustained,No action
6396,Citizen complaint,Not Sustained,No action
6397,Citizen complaint,Pending,No action
6398,Citizen complaint,Pending,No action
6399,Citizen complaint,Pending,No action
6400,Citizen complaint,Not Sustained,No action
6401,Citizen complaint,Not Sustained,No action
6402,Citizen complaint,Pending,No action
6403,Citizen complaint,Not Sustained,No action
6404,Citizen complaint,Not Sustained,No action
6405,Citizen complaint,Unfounded,No action
6406,Citizen complaint,Not Sustained,No action
6407,Citizen complaint,Not Sustained,No action
6408,Citizen complaint,Not Sustained,No action
6409,Citizen complaint,Not Sustained,No action
6410,Citizen complaint,Not Sustained,No action
6412,Citizen complaint,Sustained,No action
6413,Citizen complaint,Sustained,No action
6414,Citizen complaint,Not Sustained,No action
6415,Citizen complaint,Sustained,No action
6419,Citizen complaint,Sustained,No action
6420,Citizen complaint,Sustained,No action
6421,Citizen complaint,Unfounded,No action
6427,Citizen complaint,Unfounded,No action
6428,Citizen complaint,Not Sustained,No action
6429,Citizen complaint,Sustained,No action
6430,Citizen complaint,Not Sustained,No action
6431,Citizen complaint,Unfounded,No action
6432,Citizen complaint,Sustained,No action
6433,Citizen complaint,Sustained,No action
6434,Citizen complaint,Sustained,No action
6437,Citizen complaint,Sustained,No action
6438,Citizen complaint,Sustained,No action
6439,Citizen complaint,Sustained,No action
6440,Citizen complaint,Sustained,No action
6441,Citizen complaint,Sustained,No action
6442,Citizen complaint,Unfounded,No action
6444,Citizen complaint,Unfounded,No action
6445,Citizen complaint,Not Sustained,No action
6447,Citizen complaint,Not Sustained,No action
6448,Citizen complaint,Not Sustained,No action
6455,Citizen complaint,Unfounded,No action
6473,Citizen complaint,Not Sustained,No action
6476,Citizen complaint,Unfounded,No action
6479,Citizen complaint,Not Sustained,No action
6480,Citizen complaint,Not Sustained,No action
6481,Citizen complaint,Unfounded,No action
6482,Citizen complaint,Unfounded,No action
6483,Citizen complaint,Unfounded,No action
6484,Citizen complaint,Unfounded,No action
6485,Citizen complaint,Unfounded,No action
6486,Citizen complaint,Exonerated,No action
6487,Citizen complaint,Unfounded,No action
6488,Citizen complaint,Unfounded,No action
6489,Citizen complaint,Unfounded,No action
6495,Citizen complaint,Sustained,No action
6496,Citizen complaint,Unfounded,No action
6497,Citizen complaint,Sustained,No action
6505,Citizen complaint,Not Sustained,No action
6506,Citizen complaint,Not Sustained,No action
6507,Citizen complaint,Sustained,No action
6508,Citizen complaint,Sustained,No action
6509,Citizen complaint,Exonerated,No action
6516,Citizen complaint,Exonerated,No action
6517,Citizen complaint,Exonerated,No action
6530,Citizen complaint,Filed,No action
6531,Citizen complaint,Filed,No action
6532,Citizen complaint,Unfounded,No action
6543,Citizen complaint,Not Sustained,No action
6544,Citizen complaint,Not Sustained,No action
6545,Citizen complaint,Unfounded,No action
6546,Citizen complaint,Unfounded,No action
6547,Citizen complaint,No action,No action
6548,Citizen complaint,Not Sustained,No action
6549,Citizen complaint,Exonerated,No action
6550,Citizen complaint,Exonerated,No action
6551,Citizen complaint,Exonerated,No action
6552,Citizen complaint,Exonerated,No action
6553,Citizen complaint,Not Sustained,No action
6554,Citizen complaint,Not Sustained,No action
6556,Citizen complaint,Unfounded,No action
6557,Citizen complaint,Unfounded,No action
6558,Citizen complaint,Sustained,No action
6568,Citizen complaint,Exonerated,No action
6569,Citizen complaint,Exonerated,No action
6571,Citizen complaint,Not Sustained,No action
6572,Citizen complaint,Not Sustained,No action
6575,Citizen complaint,Unfounded,No action
6576,Citizen complaint,Sustained,No action
6577,Citizen complaint,Sustained,No action
6578,Citizen complaint,Sustained,No action
6580,Citizen complaint,Not Sustained,No action
6581,Citizen complaint,No action,No action
6582,Citizen complaint,Sustained,No action
6583,Citizen complaint,Not Sustained,No action
6591,Citizen complaint,Unfounded,No action
6592,Citizen complaint,Unfounded,No action
6593,Citizen complaint,Not Sustained,No action
6597,Citizen complaint,Not Sustained,No action
6599,Citizen complaint,No action,No action
6600,Citizen complaint,Exonerated,No action
6601,Citizen complaint,Not Sustained,No action
6606,Citizen complaint,Unfounded,No action
6608,Citizen complaint,Unfounded,No action
6609,Citizen complaint,Exonerated,No action
6613,Citizen complaint,No action,No action
6615,Citizen complaint,Not Sustained,No action
6617,Citizen complaint,Sustained,No action
6618,Citizen complaint,Sustained,No action
6619,Citizen complaint,Sustained,No action
6621,Citizen complaint,Withdrawn,No action
6622,Citizen complaint,Unfounded,No action
6623,Citizen complaint,Exonerated,No action
6624,Citizen complaint,Not Sustained,No action
6625,Citizen complaint,Not Sustained,No action
6628,Citizen complaint,Exonerated,No action
6634,Citizen complaint,Sustained,No action
6635,Citizen complaint,Sustained,No action
6646,Citizen complaint,Not Sustained,No action
6647,Citizen complaint,Not Sustained,No action
6648,Citizen complaint,Withdrawn,No action
6649,Citizen complaint,Withdrawn,No action
6650,Citizen complaint,Withdrawn,No action
6651,Citizen complaint,Not Sustained,No action
6652,Citizen complaint,Not Sustained,No action
6653,Citizen complaint,Not Sustained,No action
6654,Citizen complaint,Unfounded,No action
6655,Citizen complaint,Unfounded,No action
6658,Citizen complaint,Unfounded,No action
6659,Citizen complaint,Not Sustained,No action
6660,Citizen complaint,Exonerated,No action
6661,Citizen complaint,Not Sustained,No action
6662,Citizen complaint,Unfounded,No action
6663,Citizen complaint,Exonerated,No action
6664,Citizen complaint,Exonerated,No action
6665,Citizen complaint,Unfounded,No action
6666,Citizen complaint,Unfounded,No action
6670,Citizen complaint,Not Sustained,No action
6672,Citizen complaint,Not Sustained,No action
6673,Citizen complaint,Not Sustained,No action
6674,Citizen complaint,No action,No action
6679,Citizen complaint,Filed,No action
6680,Citizen complaint,Not Sustained,No action
6681,Citizen complaint,Withdrawn,No action
6682,Citizen complaint,Withdrawn,No action
6686,Citizen complaint,Sustained,No action
6687,Citizen complaint,Sustained,No action
6688,Citizen complaint,Sustained,No action
6689,Citizen complaint,No action,No action
6694,Citizen complaint,Withdrawn,No action
6695,Citizen complaint,Not Sustained,No action
6696,Citizen complaint,Filed,No action
6697,Citizen complaint,Not Sustained,No action
6698,Citizen complaint,Filed,No action
6703,Citizen complaint,No action,No action
6704,Citizen complaint,Sustained,No action
6705,Citizen complaint,Not Sustained,No action
6708,Citizen complaint,Sustained,No action
6709,Citizen complaint,Sustained,No action
6710,Citizen complaint,Filed,No action
6711,Citizen complaint,Filed,No action
6723,Citizen complaint,Filed,No action
6728,Citizen complaint,Sustained,No action
6729,Citizen complaint,Sustained,No action
6730,Citizen complaint,Sustained,No action
6731,Citizen complaint,Sustained,No action
6733,Citizen complaint,Filed,No action
6734,Citizen complaint,Not Sustained,No action
6735,Citizen complaint,Not Sustained,No action
6736,Citizen complaint,Not Sustained,No action
6739,Citizen complaint,Exonerated,No action
6740,Citizen complaint,Unfounded,No action
6744,Citizen complaint,Not Sustained,No action
6756,Citizen complaint,No action,No action
6757,Citizen complaint,Withdrawn,No action
6760,Citizen complaint,Not Sustained,No action
6761,Citizen complaint,Sustained,No action
6762,Citizen complaint,Pending,No action
6763,Citizen complaint,Pending,No action
6768,Citizen complaint,Pending,No action
6769,Citizen complaint,No action,No action
6770,Citizen complaint,Sustained,No action
6771,Citizen complaint,Sustained,No action
6772,Citizen complaint,Withdrawn,No action
6773,Citizen complaint,Withdrawn,No action
6774,Citizen complaint,Withdrawn,No action
6775,Citizen complaint,Withdrawn,No action
6776,Citizen complaint,Not Sustained,No action
6777,Citizen complaint,Not Sustained,No action
6778,Citizen complaint,Withdrawn,No action
6779,Citizen complaint,No action,No action
6780,Citizen complaint,Pending,No action
6781,Citizen complaint,Filed,No action
6782,Citizen complaint,Filed,No action
6783,Citizen complaint,Filed,No action
6792,Citizen complaint,Unfounded,No action
6793,Citizen complaint,Exonerated,No action
6794,Citizen complaint,Not Sustained,No action
6795,Citizen complaint,Exonerated,No action
6796,Citizen complaint,Not Sustained,No action
6797,Citizen complaint,Unfounded,No action
6801,Citizen complaint,Not Sustained,No action
6802,Citizen complaint,Not Sustained,No action
6803,Citizen complaint,Not Sustained,No action
6804,Citizen complaint,Sustained,No action
6805,Citizen complaint,Sustained,No action
6806,Citizen complaint,Not Sustained,No action
6807,Citizen complaint,Sustained,No action
6808,Citizen complaint,Sustained,No action
6809,Citizen complaint,Withdrawn,No action
6810,Citizen complaint,Withdrawn,No action
6811,Citizen complaint,Sustained,No action
6812,Citizen complaint,Sustained,No action
6815,Citizen complaint,Unfounded,No action
6816,Citizen complaint,Not Sustained,No action
6817,Citizen complaint,Not Sustained,No action
6818,Citizen complaint,Sustained,No action
6820,Citizen complaint,Not Sustained,No action
6821,Citizen complaint,Not Sustained,No action
6823,Citizen complaint,Withdrawn,No action
6824,Citizen complaint,Withdrawn,No action
6830,Citizen complaint,Not Sustained,No action
6831,Citizen complaint,Unfounded,No action
6832,Citizen complaint,No action,No action
6836,Citizen complaint,No action,No action
6837,Citizen complaint,Filed,No action
6838,Citizen complaint,Filed,No action
6839,Citizen complaint,Filed,No action
6840,Citizen complaint,Exonerated,No action
6841,Citizen complaint,Unfounded,No action
6842,Citizen complaint,Unfounded,No action
6843,Citizen complaint,Unfounded,No action
6844,Citizen complaint,Not Sustained,No action
6845,Citizen complaint,Exonerated,No action
6847,Citizen complaint,Sustained,No action
6848,Citizen complaint,Not Sustained,No action
6849,Citizen complaint,Not Sustained,No action
6850,Citizen complaint,Sustained,No action
6852,Citizen complaint,Pending,No action
6853,Citizen complaint,Pending,No action
6854,Citizen complaint,No action,No action
6857,Citizen complaint,No action,No action
6858,Citizen complaint,No action,No action
6859,Citizen complaint,No action,No action
6861,Citizen complaint,Pending,No action
6862,Citizen complaint,Pending,No action
6863,Citizen complaint,Pending,No action
6865,Citizen complaint,Pending,No action
6866,Citizen complaint,Pending,No action
6867,Citizen complaint,Pending,No action
6868,Citizen complaint,Pending,No action
6869,Citizen complaint,Pending,No action
6871,Citizen complaint,Pending,No action
6872,Citizen complaint,No action,No action
6873,Citizen complaint,No action,No action
6874,Citizen complaint,Pending,No action
6875,Citizen complaint,Pending,No action
6876,Citizen complaint,Pending,No action
6877,Citizen complaint,Pending,No action
6878,Citizen complaint,No action,No action
6879,Citizen complaint,No action,No action
6880,Citizen complaint,No action,No action
6882,Citizen complaint,No action,No action
6883,Citizen complaint,No action,No action
6884,Citizen complaint,No action,No action
6885,Citizen complaint,Pending,No action
6886,Citizen complaint,No action,No action
6887,Citizen complaint,Pending,No action
6888,Citizen complaint,Pending,No action
6889,Citizen complaint,No action,No action
6891,Citizen complaint,Unfounded,No action
6892,Citizen complaint,Unfounded,No action
6893,Citizen complaint,Exonerated,No action
6894,Citizen complaint,Exonerated,No action
6895,Citizen complaint,Exonerated,No action
6896,Citizen complaint,Exonerated,No action
6897,Citizen complaint,Unfounded,No action
6898,Citizen complaint,Exonerated,No action
6899,Citizen complaint,Exonerated,No action
6900,Citizen complaint,Exonerated,No action
6901,Citizen complaint,Exonerated,No action
6902,Citizen complaint,Exonerated,No action
6903,Citizen complaint,Sustained,Oral Reprimand
6904,Citizen complaint,Unfounded,No action
6905,Citizen complaint,No action,No action
6906,Citizen complaint,Unfounded,No action
6907,Citizen complaint,Exonerated,No action
6908,Citizen complaint,Not Sustained,No action
6909,Citizen complaint,Not Sustained,No action
6910,Citizen complaint,Unfounded,No action
6911,Citizen complaint,Unfounded,No action
6912,Citizen complaint,Not Sustained,No action
6913,Citizen complaint,Not Sustained,No action
6914,Citizen complaint,Not Sustained,No action
6915,Citizen complaint,Not Sustained,No action
6916,Citizen complaint,Exonerated,No action
6917,Citizen complaint,Exonerated,No action
6918,Citizen complaint,Exonerated,No action
6919,Citizen complaint,Not Sustained,No action
6920,Citizen complaint,Sustained,Oral Reprimand
6921,Citizen complaint,Unfounded,No action
6922,Citizen complaint,Sustained,No action
6923,Citizen complaint,Not Sustained,No action
6924,Citizen complaint,Not Sustained,No action
6925,Citizen complaint,Not Sustained,No action
6926,Citizen complaint,Not Sustained,No action
6927,Citizen complaint,Not Sustained,No action
6928,Citizen complaint,Unfounded,No action
6929,Citizen complaint,Unfounded,No action
6930,Citizen complaint,Unfounded,No action
6931,Citizen complaint,Unfounded,No action
6932,Citizen complaint,Unfounded,No action
6933,Citizen complaint,Exonerated,No action
6934,Citizen complaint,Exonerated,No action
6935,Citizen complaint,Not Sustained,No action
6936,Citizen complaint,Not Sustained,No action
6937,Citizen complaint,Sustained,Suspension
6938,Citizen complaint,Sustained,No action
6939,Citizen complaint,Sustained,Oral Reprimand
6940,Citizen complaint,Exonerated,No action
6941,Citizen complaint,Exonerated,No action
6942,Citizen complaint,Not Sustained,No action
6943,Citizen complaint,Exonerated,No action
6944,Citizen complaint,Exonerated,No action
6945,Citizen complaint,Exonerated,No action
6946,Citizen complaint,Exonerated,No action
6947,Citizen complaint,Not Sustained,Oral Reprimand
6948,Citizen complaint,Sustained,No action
6949,Citizen complaint,Not Sustained,No action
6950,Citizen complaint,Sustained,No action
6951,Citizen complaint,Sustained,Oral Reprimand
6952,Citizen complaint,Exonerated,No action
6953,Citizen complaint,Exonerated,No action
6954,Citizen complaint,Unfounded,No action
6955,Citizen complaint,Not Sustained,No action
6956,Citizen complaint,Not Sustained,No action
6957,Citizen complaint,Exonerated,No action
6958,Citizen complaint,Exonerated,No action
6959,Citizen complaint,Filed,No action
6960,Citizen complaint,Not Sustained,No action
6961,Citizen complaint,Not Sustained,No action
6962,Citizen complaint,Withdrawn,No action
6963,Citizen complaint,Sustained,Oral Reprimand
6964,Citizen complaint,Sustained,No action
6965,Citizen complaint,Sustained,No action
6966,Citizen complaint,Exonerated,No action
6967,Citizen complaint,Exonerated,No action
6968,Citizen complaint,Exonerated,No action
6969,Citizen complaint,Exonerated,No action
6970,Citizen complaint,Unfounded,No action
6971,Citizen complaint,Not Sustained,No action
6972,Citizen complaint,Not Sustained,No action
6973,Citizen complaint,Not Sustained,No action
6974,Citizen complaint,Not Sustained,No action
6975,Citizen complaint,Not Sustained,No action
6976,Citizen complaint,Not Sustained,No action
6977,Citizen complaint,Not Sustained,No action
6978,Citizen complaint,Sustained,Oral Reprimand
6979,Citizen complaint,Not Sustained,No action
6980,Citizen complaint,Unfounded,No action
6981,Citizen complaint,Unfounded,No action
6982,Citizen complaint,Unfounded,No action
6983,Citizen complaint,Exonerated,No action
6984,Citizen complaint,Not Sustained,No action
6985,Citizen complaint,Not Sustained,No action
6986,Citizen complaint,Sustained,No action
6987,Citizen complaint,Exonerated,No action
6988,Citizen complaint,Not Sustained,No action
6989,Citizen complaint,Exonerated,No action
6990,Citizen complaint,Not Sustained,No action
6991,Citizen complaint,Not Sustained,No action
6992,Citizen complaint,Not Sustained,No action
6993,Citizen complaint,Not Sustained,No action
6994,Citizen complaint,Not Sustained,No action
6995,Citizen complaint,Not Sustained,No action
6996,Citizen complaint,Not Sustained,No action
6997,Citizen complaint,Unfounded,No action
6998,Citizen complaint,Unfounded,No action
6999,Citizen complaint,Not Sustained,No action
7000,Citizen complaint,Sustained,No action
7001,Citizen complaint,Not Sustained,No action
7002,Citizen complaint,Sustained,No action
7003,Citizen complaint,Exonerated,No action
7004,Citizen complaint,Not Sustained,No action
7005,Citizen complaint,Exonerated,No action
7006,Citizen complaint,Not Sustained,No action
7007,Citizen complaint,Exonerated,No action
7008,Citizen complaint,Exonerated,No action
7009,Citizen complaint,Exonerated,No action
7010,Citizen complaint,Not Sustained,No action
7011,Citizen complaint,Sustained,No action
7012,Citizen complaint,Exonerated,No action
7013,Citizen complaint,Not Sustained,No action
7014,Citizen complaint,Sustained,No action
7015,Citizen complaint,Exonerated,No action
7016,Citizen complaint,Not Sustained,No action
7017,Citizen complaint,Unfounded,No action
7018,Citizen complaint,Exonerated,No action
7019,Citizen complaint,Not Sustained,No action
7020,Citizen complaint,Unfounded,No action
7021,Citizen complaint,Sustained,Counseling
7022,Citizen complaint,Sustained,No action
7023,Citizen complaint,Not Sustained,No action
7024,Citizen complaint,Not Sustained,No action
7025,Citizen complaint,Exonerated,No action
7026,Citizen complaint,Exonerated,No action
7027,Citizen complaint,Unfounded,No action
7028,Citizen complaint,Unfounded,No action
7029,Citizen complaint,Not Sustained,No action
7030,Citizen complaint,Not Sustained,No action
7031,Citizen complaint,Exonerated,No action
7032,Citizen complaint,Exonerated,No action
7033,Citizen complaint,Exonerated,No action
7034,Citizen complaint,Exonerated,No action
7035,Citizen complaint,Exonerated,No action
7036,Citizen complaint,Exonerated,No action
7037,Citizen complaint,Not Sustained,No action
7038,Citizen complaint,Exonerated,No action
7039,Citizen complaint,Exonerated,No action
7040,Citizen complaint,Not Sustained,No action
7041,Citizen complaint,Not Sustained,No action
7042,Citizen complaint,Exonerated,No action
7043,Citizen complaint,Not Sustained,No action
7044,Citizen complaint,Unfounded,No action
7045,Citizen complaint,Unfounded,No action
7046,Citizen complaint,Unfounded,No action
7047,Citizen complaint,Not Sustained,No action
7048,Citizen complaint,Not Sustained,No action
7049,Citizen complaint,Not Sustained,No action
7050,Citizen complaint,Not Sustained,No action
7051,Citizen complaint,Not Sustained,No action
7052,Citizen complaint,Not Sustained,No action
7053,Citizen complaint,Not Sustained,Oral Reprimand
7054,Citizen complaint,Not Sustained,No action
7055,Citizen complaint,Sustained,No action
7056,Citizen complaint,Sustained,No action
7057,Citizen complaint,Not Sustained,No action
7058,Citizen complaint,Not Sustained,No action
7059,Citizen complaint,Not Sustained,No action
7060,Citizen complaint,Sustained,No action
7061,Citizen complaint,Sustained,No action
7062,Citizen complaint,Exonerated,No action
7063,Citizen complaint,Unfounded,No action
7064,Citizen complaint,Unfounded,No action
7065,Citizen complaint,Unfounded,No action
7066,Citizen complaint,Unfounded,No action
7067,Citizen complaint,Unfounded,No action
7068,Citizen complaint,Not Sustained,No action
7069,Citizen complaint,Not Sustained,No action
7070,Citizen complaint,Unfounded,No action
7071,Citizen complaint,Exonerated,No action
7072,Citizen complaint,Exonerated,No action
7073,Citizen complaint,Exonerated,No action
7074,Citizen complaint,Not Sustained,No action
7075,Citizen complaint,Not Sustained,No action
7076,Citizen complaint,Unfounded,No action
7077,Citizen complaint,Unfounded,No action
7078,Citizen complaint,Exonerated,No action
7079,Citizen complaint,Unfounded,No action
7080,Citizen complaint,Unfounded,No action
7081,Citizen complaint,Not Sustained,No action
7082,Citizen complaint,Not Sustained,No action
7083,Citizen complaint,Unfounded,No action
7084,Citizen complaint,Not Sustained,No action
7085,Citizen complaint,Unfounded,No action
7086,Citizen complaint,Unfounded,No action
7087,Citizen complaint,Unfounded,No action
7088,Citizen complaint,Exonerated,No action
7089,Citizen complaint,Exonerated,No action
7090,Citizen complaint,Unfounded,No action
7091,Citizen complaint,Not Sustained,No action
7092,Citizen complaint,Not Sustained,No action
7093,Citizen complaint,Not Sustained,No action
7094,Citizen complaint,Unfounded,No action
7095,Citizen complaint,Unfounded,No action
7096,Citizen complaint,Exonerated,No action
7097,Citizen complaint,Exonerated,No action
7098,Citizen complaint,Exonerated,No action
7099,Citizen complaint,Exonerated,No action
7100,Citizen complaint,Unfounded,No action
7101,Citizen complaint,Not Sustained,No action
7102,Citizen complaint,Unfounded,No action
7103,Citizen complaint,Sustained,No action
7104,Citizen complaint,Not Sustained,No action
7105,Citizen complaint,Exonerated,No action
7106,Citizen complaint,Sustained,Suspension
7107,Citizen complaint,Sustained,No action
7108,Citizen complaint,Sustained,No action
7109,Citizen complaint,Unfounded,No action
7110,Citizen complaint,Unfounded,No action
7111,Citizen complaint,Unfounded,No action
7112,Citizen complaint,Unfounded,No action
7113,Citizen complaint,Unfounded,No action
7114,Citizen complaint,Unfounded,No action
7115,Citizen complaint,Not Sustained,No action
7116,Citizen complaint,Not Sustained,No action
7117,Citizen complaint,Unfounded,No action
7118,Citizen complaint,Unfounded,No action
7119,Citizen complaint,Unfounded,No action
7120,Citizen complaint,Unfounded,No action
7121,Citizen complaint,Unfounded,No action
7122,Citizen complaint,Unfounded,No action
7123,Citizen complaint,Unfounded,No action
7124,Citizen complaint,Unfounded,No action
7125,Citizen complaint,Unfounded,No action
7126,Citizen complaint,Exonerated,No action
7127,Citizen complaint,Exonerated,No action
7128,Citizen complaint,Filed,No action
7129,Citizen complaint,Filed,No action
7130,Citizen complaint,Filed,No action
7131,Citizen complaint,Not Sustained,No action
7132,Citizen complaint,Unfounded,No action
7133,Citizen complaint,Unfounded,No action
7134,Citizen complaint,Unfounded,No action
7135,Citizen complaint,Not Sustained,Oral Reprimand
7136,Citizen complaint,Sustained,No action
7137,Citizen complaint,Sustained,No action
7138,Citizen complaint,Not Sustained,No action
7139,Citizen complaint,Not Sustained,No action
7140,Citizen complaint,Not Sustained,No action
7141,Citizen complaint,Unfounded,No action
7142,Citizen complaint,Not Sustained,No action
7143,Citizen complaint,Unfounded,No action
7144,Citizen complaint,Not Sustained,No action
7145,Citizen complaint,Unfounded,No action
7146,Citizen complaint,Exonerated,No action
7147,Citizen complaint,Not Sustained,No action
7148,Citizen complaint,Exonerated,No action
7149,Citizen complaint,Unfounded,No action
7150,Citizen complaint,Not Sustained,Oral Reprimand
7151,Citizen complaint,Not Sustained,No action
7152,Citizen complaint,Sustained,No action
7153,Citizen complaint,Not Sustained,Oral Reprimand
7154,Citizen complaint,Sustained,No action
7155,Citizen complaint,Exonerated,No action
7156,Citizen complaint,Not Sustained,No action
7157,Citizen complaint,Sustained,Suspension
7158,Citizen complaint,Not Sustained,No action
7159,Citizen complaint,Sustained,No action
7160,Citizen complaint,Sustained,No action
7161,Citizen complaint,Sustained,No action
7162,Citizen complaint,Sustained,No action
7163,Citizen complaint,Unfounded,No action
7164,Citizen complaint,Exonerated,No action
7165,Citizen complaint,Exonerated,No action
7166,Citizen complaint,Exonerated,No action
7167,Citizen complaint,Unfounded,No action
7168,Citizen complaint,Not Sustained,No action
7169,Citizen complaint,Not Sustained,No action
7170,Citizen complaint,Unfounded,No action
7171,Citizen complaint,Not Sustained,No action
7172,Citizen complaint,Not Sustained,No action
7173,Citizen complaint,Not Sustained,No action
7174,Citizen complaint,Unfounded,No action
7175,Citizen complaint,Sustained,Settlement Agreement
7176,Citizen complaint,Sustained,No action
7177,Citizen complaint,Not Sustained,No action
7178,Citizen complaint,Not Sustained,No action
7179,Citizen complaint,Not Sustained,No action
7180,Citizen complaint,Not Sustained,No action
7181,Citizen complaint,Not Sustained,No action
7182,Citizen complaint,Not Sustained,No action
7183,Citizen complaint,Not Sustained,No action
7184,Citizen complaint,Not Sustained,No action
7185,Citizen complaint,Sustained,Oral Reprimand
7186,Citizen complaint,Exonerated,No action
7187,Citizen complaint,Not Sustained,No action
7188,Citizen complaint,Not Sustained,No action
7189,Citizen complaint,Not Sustained,No action
7190,Citizen complaint,Not Sustained,No action
7191,Citizen complaint,Sustained,Oral Reprimand
7192,Citizen complaint,Not Sustained,No action
7193,Citizen complaint,Sustained,Oral Reprimand
7194,Citizen complaint,Not Sustained,No action
7195,Citizen complaint,Not Sustained,No action
7196,Citizen complaint,Exonerated,No action
7197,Citizen complaint,Unfounded,No action
7198,Citizen complaint,Not Sustained,No action
7199,Citizen complaint,Not Sustained,No action
7200,Citizen complaint,Not Sustained,No action
7201,Citizen complaint,Sustained,Suspension
7202,Citizen complaint,Not Sustained,No action
7203,Citizen complaint,Sustained,No action
7204,Citizen complaint,Sustained,Settlement Agreement
7205,Citizen complaint,Sustained,No action
7206,Citizen complaint,Not Sustained,No action
7207,Citizen complaint,Not Sustained,No action
7208,Citizen complaint,Not Sustained,No action
7209,Citizen complaint,Exonerated,No action
7210,Citizen complaint,Exonerated,No action
