,incident_type,finding,action_taken
1046,Citizen complaint,Not Sustained,No action
1048,Citizen complaint,Unfounded,No action
1049,Citizen complaint,Unfounded,No action
1060,Citizen complaint,Unfounded,No action
1062,Citizen complaint,Not Sustained,No action
1064,Citizen complaint,Pending,No action
1073,Citizen complaint,Pending,No action
1074,Citizen complaint,Pending,No action
1082,Citizen complaint,Not Sustained,No action
1083,Citizen complaint,Not Sustained,No action
1085,Citizen complaint,Not Sustained,No action
1086,Citizen complaint,Not Sustained,No action
1087,Citizen complaint,Not Sustained,No action
1088,Citizen complaint,Not Sustained,No action
1089,Citizen complaint,Not Sustained,No action
1090,Citizen complaint,Not Sustained,No action
1091,Citizen complaint,Not Sustained,No action
1092,Citizen complaint,Sustained,No action
1093,Citizen complaint,Sustained,No action
1094,Citizen complaint,Sustained,No action
1095,Citizen complaint,Sustained,Oral Reprimand
1096,Citizen complaint,Not Sustained,No action
1097,Citizen complaint,Not Sustained,No action
1098,Citizen complaint,Sustained,No action
1099,Citizen complaint,Not Sustained,No action
1100,Citizen complaint,Sustained,No action
1101,Citizen complaint,Sustained,No action
1102,Citizen complaint,Pending,No action
1104,Citizen complaint,Not Sustained,No action
1110,Citizen complaint,Unfounded,No action
1111,Citizen complaint,Unfounded,No action
1112,Citizen complaint,Pending,No action
1113,Citizen complaint,Not Sustained,No action
1115,Citizen complaint,Not Sustained,No action
1116,Citizen complaint,Not Sustained,No action
1117,Citizen complaint,Unfounded,No action
1118,Citizen complaint,Unfounded,No action
1119,Citizen complaint,Not Sustained,No action
1120,Citizen complaint,Pending,No action
1121,Citizen complaint,Not Sustained,No action
1122,Citizen complaint,Not Sustained,No action
1128,Citizen complaint,Sustained,Oral Reprimand
1129,Citizen complaint,Not Sustained,No action
1133,Citizen complaint,Not Sustained,No action
1134,Citizen complaint,Not Sustained,No action
1135,Citizen complaint,Not Sustained,No action
1136,Citizen complaint,Not Sustained,No action
1138,Citizen complaint,Not Sustained,No action
1139,Citizen complaint,Not Sustained,No action
1147,Citizen complaint,Sustained,Suspension
1148,Citizen complaint,Sustained,No action
1149,Citizen complaint,Sustained,No action
1150,Citizen complaint,Not Sustained,No action
1151,Citizen complaint,Not Sustained,No action
1157,Citizen complaint,Not Sustained,No action
1158,Citizen complaint,Not Sustained,No action
1159,Citizen complaint,Not Sustained,No action
1160,Citizen complaint,Not Sustained,No action
1161,Citizen complaint,Unfounded,No action
1162,Citizen complaint,Unfounded,No action
1163,Citizen complaint,Not Sustained,No action
1164,Citizen complaint,Not Sustained,No action
1165,Citizen complaint,Not Sustained,No action
1166,Citizen complaint,Not Sustained,No action
1167,Citizen complaint,Not Sustained,No action
1172,Citizen complaint,Not Sustained,No action
1174,Citizen complaint,Not Sustained,No action
1177,Citizen complaint,Unfounded,No action
1181,Citizen complaint,Not Sustained,No action
1182,Citizen complaint,Exonerated,No action
1183,Citizen complaint,Not Sustained,No action
1184,Citizen complaint,Not Sustained,No action
1188,Citizen complaint,Not Sustained,No action
1190,Citizen complaint,Sustained,No action
1191,Citizen complaint,Sustained,No action
1197,Citizen complaint,Not Sustained,No action
1199,Citizen complaint,Not Sustained,No action
1200,Citizen complaint,Not Sustained,No action
1201,Citizen complaint,Not Sustained,No action
1206,Citizen complaint,Not Sustained,No action
1208,Citizen complaint,Sustained,No action
1209,Citizen complaint,Not Sustained,No action
1210,Citizen complaint,Pending,No action
1211,Citizen complaint,Pending,No action
1212,Citizen complaint,Pending,No action
1213,Citizen complaint,Not Sustained,No action
1214,Citizen complaint,Sustained,No action
1215,Citizen complaint,Unfounded,No action
1216,Citizen complaint,Exonerated,No action
1221,Citizen complaint,Not Sustained,No action
1222,Citizen complaint,Not Sustained,No action
1223,Citizen complaint,Not Sustained,No action
1224,Citizen complaint,Not Sustained,No action
1225,Citizen complaint,Not Sustained,No action
1226,Citizen complaint,Exonerated,No action
1227,Citizen complaint,Exonerated,No action
1228,Citizen complaint,Not Sustained,No action
1232,Citizen complaint,Sustained,No action
1233,Citizen complaint,Not Sustained,No action
1234,Citizen complaint,Not Sustained,No action
1235,Citizen complaint,Not Sustained,No action
1236,Citizen complaint,Not Sustained,No action
1237,Citizen complaint,Not Sustained,No action
1238,Citizen complaint,Not Sustained,No action
1239,Citizen complaint,Not Sustained,No action
1240,Citizen complaint,Not Sustained,No action
1241,Citizen complaint,Not Sustained,No action
1247,Citizen complaint,Not Sustained,No action
1259,Citizen complaint,Not Sustained,No action
1260,Citizen complaint,Exonerated,No action
1261,Citizen complaint,Not Sustained,No action
1262,Citizen complaint,Not Sustained,No action
1263,Citizen complaint,Not Sustained,No action
1264,Citizen complaint,Not Sustained,No action
1266,Citizen complaint,Not Sustained,No action
1267,Citizen complaint,Sustained,No action
1268,Citizen complaint,Not Sustained,No action
1269,Citizen complaint,Pending,No action
1270,Citizen complaint,Pending,No action
1271,Citizen complaint,Pending,No action
1274,Citizen complaint,Unfounded,No action
1277,Citizen complaint,Not Sustained,No action
1278,Citizen complaint,Not Sustained,No action
1280,Citizen complaint,Unfounded,No action
1281,Citizen complaint,Unfounded,No action
1282,Citizen complaint,Unfounded,No action
1283,Citizen complaint,Sustained,No action
1284,Citizen complaint,Sustained,No action
1285,Citizen complaint,Unfounded,No action
1286,Citizen complaint,Not Sustained,No action
1287,Citizen complaint,Pending,No action
1288,Citizen complaint,Exonerated,No action
1289,Citizen complaint,Unfounded,No action
1290,Citizen complaint,Unfounded,No action
1291,Citizen complaint,Exonerated,No action
1294,Citizen complaint,Pending,Resigned/Retired and Charges Pending
1295,Citizen complaint,Pending,No action
1296,Citizen complaint,Pending,No action
1297,Citizen complaint,Pending,No action
1298,Citizen complaint,Pending,No action
1301,Citizen complaint,Not Sustained,No action
1302,Citizen complaint,Not Sustained,No action
1303,Citizen complaint,Not Sustained,No action
1304,Citizen complaint,Not Sustained,No action
1305,Citizen complaint,Unfounded,No action
1306,Citizen complaint,Not Sustained,No action
1308,Citizen complaint,Pending,No action
1309,Citizen complaint,Unfounded,No action
1310,Citizen complaint,Not Sustained,No action
1311,Citizen complaint,Not Sustained,No action
1314,Citizen complaint,Not Sustained,No action
1315,Citizen complaint,Pending,No action
1316,Citizen complaint,Sustained,No action
1317,Citizen complaint,Sustained,No action
1321,Citizen complaint,Unfounded,No action
1322,Citizen complaint,Unfounded,No action
1348,Citizen complaint,Pending,No action
1349,Citizen complaint,Not Sustained,No action
1356,Citizen complaint,Pending,No action
1364,Citizen complaint,Not Sustained,No action
1373,Citizen complaint,Not Sustained,No action
1374,Citizen complaint,Not Sustained,No action
1375,Citizen complaint,Not Sustained,No action
1376,Citizen complaint,Unfounded,No action
1378,Citizen complaint,Not Sustained,No action
1380,Citizen complaint,Unfounded,No action
1381,Citizen complaint,Unfounded,No action
1386,Citizen complaint,Unfounded,No action
1387,Citizen complaint,Pending,No action
1390,Citizen complaint,Not Sustained,No action
1392,Citizen complaint,Not Sustained,No action
1397,Citizen complaint,Pending,No action
1403,Citizen complaint,Pending,No action
1404,Citizen complaint,Pending,No action
1405,Citizen complaint,Pending,No action
1406,Citizen complaint,Pending,No action
1407,Citizen complaint,Pending,No action
1408,Citizen complaint,Not Sustained,No action
1411,Citizen complaint,Pending,No action
1412,Citizen complaint,Pending,No action
1413,Citizen complaint,Sustained,No action
1414,Citizen complaint,Sustained,No action
1415,Citizen complaint,Sustained,No action
1416,Citizen complaint,Sustained,No action
1417,Citizen complaint,Sustained,No action
1418,Citizen complaint,Not Sustained,No action
1419,Citizen complaint,Not Sustained,No action
1424,Citizen complaint,Pending,No action
1425,Citizen complaint,Pending,No action
1430,Citizen complaint,Sustained,No action
1433,Citizen complaint,Not Sustained,No action
1434,Citizen complaint,Not Sustained,No action
1435,Citizen complaint,Sustained,No action
1436,Citizen complaint,Sustained,No action
1439,Citizen complaint,Sustained,No action
1440,Citizen complaint,Sustained,No action
1448,Citizen complaint,Sustained,No action
1449,Citizen complaint,Sustained,No action
1450,Citizen complaint,Sustained,No action
1454,Citizen complaint,Sustained,No action
1455,Citizen complaint,Unfounded,No action
1456,Citizen complaint,Sustained,No action
1464,Citizen complaint,Not Sustained,No action
1465,Citizen complaint,Not Sustained,No action
1467,Citizen complaint,Exonerated,No action
1468,Citizen complaint,Sustained,No action
1469,Citizen complaint,Not Sustained,No action
1471,Citizen complaint,Sustained,No action
1472,Citizen complaint,Sustained,No action
1473,Citizen complaint,Sustained,No action
1476,Citizen complaint,Exonerated,No action
1478,Citizen complaint,Sustained,No action
1479,Citizen complaint,Sustained,No action
1484,Citizen complaint,Exonerated,No action
1485,Citizen complaint,Not Sustained,No action
1486,Citizen complaint,Unfounded,No action
1487,Citizen complaint,Not Sustained,No action
1488,Citizen complaint,Sustained,No action
1492,Citizen complaint,Exonerated,No action
1493,Citizen complaint,Exonerated,No action
1494,Citizen complaint,Not Sustained,No action
1497,Citizen complaint,Exonerated,No action
1499,Citizen complaint,Unfounded,No action
1503,Citizen complaint,Pending,No action
1504,Citizen complaint,Pending,No action
1505,Citizen complaint,Exonerated,No action
1506,Citizen complaint,Exonerated,No action
1512,Citizen complaint,Not Sustained,No action
1513,Citizen complaint,Pending,No action
1515,Citizen complaint,Not Sustained,No action
1518,Citizen complaint,Exonerated,No action
1519,Citizen complaint,Exonerated,No action
1520,Citizen complaint,Exonerated,No action
1521,Citizen complaint,Sustained,No action
1522,Citizen complaint,Exonerated,No action
1523,Citizen complaint,Sustained,No action
1524,Citizen complaint,Sustained,No action
1525,Citizen complaint,Not Sustained,No action
1526,Citizen complaint,Not Sustained,No action
1527,Citizen complaint,Not Sustained,No action
1528,Citizen complaint,Pending,No action
1529,Citizen complaint,Sustained,No action
1530,Citizen complaint,Not Sustained,No action
1531,Citizen complaint,Unfounded,No action
1533,Citizen complaint,Unfounded,No action
1534,Citizen complaint,Unfounded,No action
1535,Citizen complaint,Unfounded,No action
1537,Citizen complaint,Sustained,No action
1538,Citizen complaint,Not Sustained,No action
1542,Citizen complaint,Not Sustained,No action
1543,Citizen complaint,Not Sustained,No action
1545,Citizen complaint,Unfounded,No action
1546,Citizen complaint,Unfounded,No action
1547,Citizen complaint,Unfounded,No action
1548,Citizen complaint,Unfounded,No action
1549,Citizen complaint,Unfounded,No action
1550,Citizen complaint,Unfounded,No action
1552,Citizen complaint,Unfounded,No action
1562,Citizen complaint,Pending,No action
1563,Citizen complaint,Pending,No action
1564,Citizen complaint,Not Sustained,No action
1565,Citizen complaint,Not Sustained,No action
1566,Citizen complaint,Sustained,No action
1567,Citizen complaint,Sustained,No action
1568,Citizen complaint,Sustained,No action
1569,Citizen complaint,Sustained,No action
1570,Citizen complaint,Sustained,No action
1571,Citizen complaint,Sustained,No action
1572,Citizen complaint,Not Sustained,No action
1576,Citizen complaint,Exonerated,No action
1577,Citizen complaint,Sustained,No action
1579,Citizen complaint,Sustained,No action
1582,Citizen complaint,Sustained,No action
1583,Citizen complaint,Sustained,No action
1584,Citizen complaint,Sustained,No action
1585,Citizen complaint,Sustained,No action
1587,Citizen complaint,Sustained,No action
1588,Citizen complaint,Sustained,No action
1590,Citizen complaint,Sustained,No action
1596,Citizen complaint,Unfounded,No action
1597,Citizen complaint,Unfounded,No action
1598,Citizen complaint,Not Sustained,No action
1599,Citizen complaint,Exonerated,No action
1600,Citizen complaint,Not Sustained,No action
1601,Citizen complaint,Exonerated,No action
1603,Citizen complaint,Unfounded,No action
1604,Citizen complaint,Sustained,No action
1605,Citizen complaint,Not Sustained,No action
1607,Citizen complaint,Not Sustained,No action
1611,Citizen complaint,Pending,No action
1612,Citizen complaint,Pending,No action
1613,Citizen complaint,Pending,No action
1614,Citizen complaint,Pending,No action
1615,Citizen complaint,Sustained,No action
1616,Citizen complaint,Sustained,No action
1617,Citizen complaint,Sustained,No action
1621,Citizen complaint,Sustained,No action
1622,Citizen complaint,Pending,No action
1624,Citizen complaint,Not Sustained,No action
1628,Citizen complaint,Not Sustained,No action
1629,Citizen complaint,Sustained,No action
1630,Citizen complaint,Sustained,No action
1632,Citizen complaint,Sustained,No action
1635,Citizen complaint,Unfounded,No action
1638,Citizen complaint,Not Sustained,No action
1640,Citizen complaint,Unfounded,No action
1641,Citizen complaint,Sustained,No action
