,incident_type,finding,action_taken
6171,Internal investigation,Sustained,No action
6172,Internal investigation,Sustained,No action
6173,Internal investigation,Sustained,No action
6174,Internal investigation,Sustained,No action
6175,Internal investigation,Sustained,No action
6181,Internal investigation,Sustained,No action
6182,Internal investigation,Sustained,No action
6184,Internal investigation,Unfounded,No action
6185,Internal investigation,Unfounded,No action
6186,Internal investigation,Sustained,No action
6187,Internal investigation,Unfounded,No action
6188,Internal investigation,Unfounded,No action
6189,Internal investigation,Unfounded,No action
6191,Internal investigation,Not Sustained,No action
6192,Internal investigation,Sustained,No action
6193,Internal investigation,Sustained,No action
6194,Internal investigation,Unfounded,No action
6195,Internal investigation,Sustained,No action
6196,Internal investigation,Sustained,No action
6197,Internal investigation,Sustained,No action
6204,Internal investigation,Sustained,No action
6212,Internal investigation,Filed,Resigned/Retired and Charges Pending
6218,Internal investigation,Withdrawn,No action
6219,Internal investigation,Withdrawn,No action
6220,Internal investigation,Withdrawn,No action
6221,Internal investigation,Sustained,No action
6222,Internal investigation,Sustained,No action
6223,Internal investigation,Sustained,No action
6224,Internal investigation,Sustained,No action
6225,Internal investigation,Sustained,No action
6226,Internal investigation,Sustained,No action
6227,Internal investigation,Sustained,No action
6228,Internal investigation,Sustained,No action
6235,Internal investigation,Not Sustained,No action
6236,Internal investigation,Not Sustained,No action
6248,Internal investigation,Not Sustained,No action
6250,Internal investigation,Not Sustained,No action
6251,Internal investigation,Sustained,No action
6252,Internal investigation,Sustained,Suspension
6258,Internal investigation,Unfounded,No action
6259,Internal investigation,Unfounded,No action
6260,Internal investigation,Unfounded,No action
6261,Internal investigation,Not Sustained,No action
6262,Internal investigation,Sustained,No action
6263,Internal investigation,Sustained,No action
6264,Internal investigation,Sustained,No action
6265,Internal investigation,Not Sustained,No action
6266,Internal investigation,Sustained,No action
6267,Internal investigation,Sustained,No action
6268,Internal investigation,Sustained,No action
6269,Internal investigation,Sustained,No action
6275,Internal investigation,Unfounded,No action
6276,Internal investigation,Unfounded,No action
6279,Internal investigation,Unfounded,No action
6280,Internal investigation,Sustained,No action
6282,Internal investigation,Sustained,No action
6283,Internal investigation,Unfounded,No action
6285,Internal investigation,Sustained,No action
6286,Internal investigation,Sustained,No action
6297,Internal investigation,Sustained,No action
6307,Internal investigation,Unfounded,No action
6321,Internal investigation,Sustained,No action
6322,Internal investigation,Sustained,No action
6325,Internal investigation,Sustained,No action
6330,Internal investigation,Not Sustained,No action
6331,Internal investigation,No action,No action
6332,Internal investigation,Sustained,No action
6333,Internal investigation,Sustained,No action
6334,Internal investigation,No action,No action
6335,Internal investigation,Sustained,No action
6336,Internal investigation,Sustained,No action
6339,Internal investigation,Sustained,No action
6340,Internal investigation,Sustained,No action
6341,Internal investigation,Sustained,No action
6342,Internal investigation,Sustained,No action
6343,Internal investigation,Sustained,No action
6346,Internal investigation,Sustained,No action
6350,Internal investigation,Sustained,No action
6351,Internal investigation,Sustained,No action
6352,Internal investigation,Not Sustained,No action
6357,Internal investigation,Sustained,No action
6359,Internal investigation,Sustained,No action
6362,Internal investigation,Withdrawn,No action
6363,Internal investigation,Withdrawn,No action
6364,Internal investigation,Not Sustained,No action
6365,Internal investigation,Not Sustained,No action
6367,Internal investigation,Sustained,No action
6368,Internal investigation,Sustained,No action
6375,Internal investigation,Unfounded,No action
6378,Internal investigation,Sustained,No action
6384,Internal investigation,Unfounded,No action
6387,Internal investigation,Not Sustained,No action
6388,Internal investigation,Sustained,No action
6389,Internal investigation,Sustained,No action
6390,Internal investigation,Sustained,No action
6411,Internal investigation,Unfounded,No action
6416,Internal investigation,Sustained,No action
6417,Internal investigation,Sustained,No action
6418,Internal investigation,Sustained,No action
6422,Internal investigation,Sustained,No action
6423,Internal investigation,Sustained,No action
6424,Internal investigation,Sustained,No action
6425,Internal investigation,Sustained,No action
6426,Internal investigation,Sustained,No action
6435,Internal investigation,Sustained,No action
6436,Internal investigation,Sustained,No action
6443,Internal investigation,Sustained,No action
6446,Internal investigation,Unfounded,No action
6449,Internal investigation,Sustained,No action
6450,Internal investigation,Sustained,No action
6451,Internal investigation,Sustained,No action
6452,Internal investigation,Sustained,No action
6453,Internal investigation,Sustained,No action
6454,Internal investigation,Sustained,No action
6456,Internal investigation,Sustained,No action
6457,Internal investigation,Sustained,No action
6458,Internal investigation,Sustained,No action
6459,Internal investigation,Not Sustained,No action
6460,Internal investigation,Sustained,No action
6461,Internal investigation,Sustained,No action
6462,Internal investigation,Sustained,No action
6463,Internal investigation,Sustained,No action
6464,Internal investigation,Sustained,No action
6465,Internal investigation,Sustained,No action
6466,Internal investigation,Sustained,No action
6467,Internal investigation,Unfounded,No action
6468,Internal investigation,Sustained,No action
6469,Internal investigation,Sustained,No action
6470,Internal investigation,Unfounded,No action
6471,Internal investigation,Sustained,No action
6472,Internal investigation,Sustained,No action
6474,Internal investigation,Sustained,No action
6475,Internal investigation,Sustained,No action
6477,Internal investigation,Sustained,No action
6478,Internal investigation,Unfounded,No action
6490,Internal investigation,Withdrawn,No action
6491,Internal investigation,Withdrawn,No action
6492,Internal investigation,Sustained,No action
6493,Internal investigation,Sustained,No action
6494,Internal investigation,Sustained,No action
6498,Internal investigation,Sustained,No action
6499,Internal investigation,Sustained,No action
6500,Internal investigation,Sustained,No action
6501,Internal investigation,Sustained,No action
6502,Internal investigation,Sustained,No action
6503,Internal investigation,Sustained,No action
6504,Internal investigation,Unfounded,No action
6510,Internal investigation,Sustained,No action
6511,Internal investigation,Sustained,No action
6512,Internal investigation,Unfounded,No action
6513,Internal investigation,Sustained,No action
6514,Internal investigation,Sustained,No action
6515,Internal investigation,Sustained,No action
6518,Internal investigation,Sustained,No action
6519,Internal investigation,Sustained,No action
6520,Internal investigation,Sustained,No action
6521,Internal investigation,Sustained,No action
6522,Internal investigation,Sustained,No action
6523,Internal investigation,Sustained,No action
6524,Internal investigation,Not Sustained,No action
6525,Internal investigation,Sustained,No action
6526,Internal investigation,Not Sustained,No action
6527,Internal investigation,Sustained,No action
6528,Internal investigation,Sustained,No action
6529,Internal investigation,Not Sustained,No action
6533,Internal investigation,Not Sustained,No action
6534,Internal investigation,Not Sustained,No action
6535,Internal investigation,Sustained,No action
6536,Internal investigation,Sustained,No action
6537,Internal investigation,Sustained,No action
6538,Internal investigation,Sustained,No action
6539,Internal investigation,Sustained,No action
6540,Internal investigation,Sustained,No action
6541,Internal investigation,Not Sustained,No action
6542,Internal investigation,Not Sustained,No action
6555,Internal investigation,Sustained,No action
6559,Internal investigation,Sustained,No action
6560,Internal investigation,Sustained,No action
6561,Internal investigation,Sustained,No action
6562,Internal investigation,Sustained,No action
6563,Internal investigation,Sustained,No action
6564,Internal investigation,Sustained,No action
6565,Internal investigation,Sustained,No action
6566,Internal investigation,Sustained,No action
6567,Internal investigation,Sustained,No action
6570,Internal investigation,Sustained,No action
6573,Internal investigation,Sustained,No action
6574,Internal investigation,Sustained,No action
6579,Internal investigation,Sustained,No action
6584,Internal investigation,Sustained,No action
6585,Internal investigation,Sustained,No action
6586,Internal investigation,Sustained,No action
6587,Internal investigation,Sustained,No action
6588,Internal investigation,Sustained,No action
6589,Internal investigation,Sustained,No action
6590,Internal investigation,Sustained,No action
6594,Internal investigation,Unfounded,No action
6595,Internal investigation,Sustained,No action
6596,Internal investigation,Sustained,No action
6598,Internal investigation,Sustained,No action
6602,Internal investigation,Sustained,No action
6603,Internal investigation,Sustained,No action
6604,Internal investigation,Sustained,No action
6605,Internal investigation,Sustained,No action
6607,Internal investigation,Unfounded,No action
6610,Internal investigation,Sustained,No action
6611,Internal investigation,Sustained,No action
6612,Internal investigation,Sustained,No action
6614,Internal investigation,Sustained,No action
6616,Internal investigation,Sustained,No action
6620,Internal investigation,Sustained,No action
6626,Internal investigation,Sustained,No action
6627,Internal investigation,Sustained,No action
6629,Internal investigation,Sustained,No action
6630,Internal investigation,Sustained,No action
6631,Internal investigation,Not Sustained,No action
6632,Internal investigation,Unfounded,No action
6633,Internal investigation,Unfounded,No action
6636,Internal investigation,Sustained,No action
6637,Internal investigation,Sustained,No action
6638,Internal investigation,Sustained,No action
6639,Internal investigation,Sustained,No action
6640,Internal investigation,Sustained,No action
6641,Internal investigation,Sustained,No action
6642,Internal investigation,Sustained,No action
6643,Internal investigation,Sustained,No action
6644,Internal investigation,Sustained,No action
6645,Internal investigation,No action,No action
6656,Internal investigation,Sustained,No action
6657,Internal investigation,Sustained,No action
6667,Internal investigation,Sustained,No action
6668,Internal investigation,Sustained,No action
6669,Internal investigation,Sustained,No action
6671,Internal investigation,Sustained,No action
6675,Internal investigation,Sustained,No action
6676,Internal investigation,Sustained,No action
6677,Internal investigation,Sustained,No action
6678,Internal investigation,Sustained,No action
6683,Internal investigation,Sustained,No action
6684,Internal investigation,Sustained,No action
6685,Internal investigation,Sustained,No action
6690,Internal investigation,Sustained,No action
6691,Internal investigation,Sustained,No action
6692,Internal investigation,Sustained,No action
6693,Internal investigation,Sustained,No action
6699,Internal investigation,Sustained,No action
6700,Internal investigation,Exonerated,No action
6701,Internal investigation,Exonerated,No action
6702,Internal investigation,Sustained,No action
6706,Internal investigation,Sustained,No action
6707,Internal investigation,Sustained,No action
6712,Internal investigation,Not Sustained,No action
6713,Internal investigation,Sustained,No action
6714,Internal investigation,No action,No action
6715,Internal investigation,Exonerated,No action
6716,Internal investigation,No action,No action
6717,Internal investigation,Unfounded,No action
6718,Internal investigation,No action,No action
6719,Internal investigation,Unfounded,No action
6720,Internal investigation,Sustained,No action
6721,Internal investigation,Sustained,No action
6722,Internal investigation,Sustained,No action
6724,Internal investigation,Sustained,No action
6725,Internal investigation,Sustained,No action
6726,Internal investigation,Sustained,No action
6727,Internal investigation,Sustained,No action
6732,Internal investigation,Sustained,No action
6737,Internal investigation,Sustained,No action
6738,Internal investigation,Sustained,No action
6741,Internal investigation,Withdrawn,No action
6742,Internal investigation,Sustained,No action
6743,Internal investigation,Sustained,No action
6745,Internal investigation,Sustained,No action
6746,Internal investigation,Sustained,No action
6747,Internal investigation,Sustained,No action
6748,Internal investigation,Sustained,No action
6749,Internal investigation,Sustained,No action
6750,Internal investigation,Sustained,No action
6751,Internal investigation,Sustained,No action
6752,Internal investigation,Sustained,No action
6753,Internal investigation,Sustained,No action
6754,Internal investigation,Sustained,No action
6755,Internal investigation,Sustained,No action
6758,Internal investigation,No action,No action
6759,Internal investigation,Sustained,No action
6764,Internal investigation,Sustained,No action
6765,Internal investigation,Sustained,No action
6766,Internal investigation,Sustained,No action
6767,Internal investigation,Sustained,No action
6784,Internal investigation,Sustained,No action
6785,Internal investigation,Sustained,No action
6786,Internal investigation,Sustained,No action
6787,Internal investigation,Sustained,No action
6788,Internal investigation,Sustained,No action
6789,Internal investigation,Sustained,No action
6790,Internal investigation,Sustained,No action
6791,Internal investigation,Sustained,No action
6798,Internal investigation,Sustained,No action
6799,Internal investigation,Not Sustained,No action
6800,Internal investigation,Sustained,No action
6813,Internal investigation,Sustained,No action
6814,Internal investigation,Sustained,No action
6819,Internal investigation,Sustained,No action
6822,Internal investigation,Filed,No action
6825,Internal investigation,Sustained,No action
6826,Internal investigation,Sustained,No action
6827,Internal investigation,Sustained,No action
6828,Internal investigation,Sustained,No action
6829,Internal investigation,Sustained,No action
6833,Internal investigation,Sustained,No action
6834,Internal investigation,Sustained,No action
6835,Internal investigation,Not Sustained,No action
6846,Internal investigation,Sustained,No action
6851,Internal investigation,Sustained,No action
6855,Internal investigation,Sustained,No action
6856,Internal investigation,Sustained,No action
6860,Internal investigation,Sustained,No action
6864,Internal investigation,Sustained,No action
6870,Internal investigation,Pending,No action
6881,Internal investigation,No action,No action
6890,Internal investigation,No action,No action
7220,Internal investigation,Sustained,Oral Reprimand
7221,Internal investigation,Sustained,Oral Reprimand
7222,Internal investigation,Sustained,Oral Reprimand
7223,Internal investigation,Sustained,Oral Reprimand
7224,Internal investigation,Sustained,Oral Reprimand
7225,Internal investigation,Sustained,Oral Reprimand
7226,Internal investigation,Sustained,Settlement Agreement
7227,Internal investigation,Sustained,Oral Reprimand
7228,Internal investigation,Sustained,Suspension
7229,Internal investigation,Sustained,No action
7230,Internal investigation,Sustained,No action
7231,Internal investigation,Sustained,Suspension
7232,Internal investigation,Sustained,No action
7233,Internal investigation,Unfounded,No action
7234,Internal investigation,Not Sustained,Suspension
7235,Internal investigation,Sustained,No action
7236,Internal investigation,Sustained,No action
7237,Internal investigation,Sustained,No action
7238,Internal investigation,Sustained,No action
7239,Internal investigation,Sustained,No action
7240,Internal investigation,Not Sustained,No action
7241,Internal investigation,Sustained,No action
7242,Internal investigation,Sustained,No action
7243,Internal investigation,Sustained,Suspension
7244,Internal investigation,Not Sustained,No action
7245,Internal investigation,Sustained,Oral Reprimand
7246,Internal investigation,Sustained,Suspension
7247,Internal investigation,Sustained,Suspension
7248,Internal investigation,Sustained,Suspension
7249,Internal investigation,Sustained,Suspension
7250,Internal investigation,Sustained,No action
7251,Internal investigation,Not Sustained,No action
7252,Internal investigation,Not Sustained,No action
7253,Internal investigation,Sustained,Settlement Agreement
7254,Internal investigation,Sustained,No action
7255,Internal investigation,Sustained,Suspension
7256,Internal investigation,Sustained,No action
7257,Internal investigation,Sustained,Suspension
7258,Internal investigation,Sustained,Oral Reprimand
7259,Internal investigation,Not Sustained,No action
7260,Internal investigation,Exonerated,No action
7261,Internal investigation,Not Sustained,No action
7262,Internal investigation,Exonerated,No action
7263,Internal investigation,Exonerated,No action
7264,Internal investigation,Not Sustained,No action
7265,Internal investigation,Not Sustained,Oral Reprimand
7266,Internal investigation,Sustained,No action
7267,Internal investigation,Not Sustained,No action
7268,Internal investigation,Sustained,Suspension
7269,Internal investigation,Sustained,No action
7270,Internal investigation,Sustained,Suspension
7271,Internal investigation,Sustained,No action
7272,Internal investigation,Sustained,Suspension
7273,Internal investigation,Sustained,Suspension
7274,Internal investigation,Not Sustained,No action
7275,Internal investigation,Not Sustained,No action
7276,Internal investigation,Not Sustained,No action
7277,Internal investigation,Sustained,No action
7290,Internal investigation,Not Sustained,No action
7291,Internal investigation,Not Sustained,No action
7294,Internal investigation,Not Sustained,No action
7295,Internal investigation,Not Sustained,No action
7315,Internal investigation,Unfounded,No action
7316,Internal investigation,Not Sustained,No action
7372,Internal investigation,Sustained,Suspension
7373,Internal investigation,Sustained,No action
7374,Internal investigation,Sustained,No action
7375,Internal investigation,Sustained,No action
7384,Internal investigation,Not Sustained,No action
7385,Internal investigation,Not Sustained,No action
7386,Internal investigation,Sustained,Suspension
7387,Internal investigation,Sustained,No action
7390,Internal investigation,Sustained,No action
7391,Internal investigation,Not Sustained,No action
7392,Internal investigation,Sustained,No action
7393,Internal investigation,Unfounded,No action
7394,Internal investigation,Unfounded,No action
7459,Internal investigation,Unfounded,No action
7460,Internal investigation,Sustained,Suspension
7461,Internal investigation,Sustained,No action
7462,Internal investigation,Sustained,No action
7463,Internal investigation,Sustained,No action
7464,Internal investigation,Sustained,No action
7465,Internal investigation,Sustained,No action
7472,Internal investigation,Filed,No action
7494,Internal investigation,Sustained,Suspension
7495,Internal investigation,Sustained,No action
7507,Internal investigation,Sustained,Suspension
7537,Internal investigation,Sustained,Suspension
7538,Internal investigation,Sustained,Suspension
7542,Internal investigation,Sustained,Oral Reprimand
7559,Internal investigation,Sustained,Suspension
7561,Internal investigation,Sustained,No action
7566,Internal investigation,Sustained,Suspension
7567,Internal investigation,Sustained,No action
7568,Internal investigation,Not Sustained,No action
7570,Internal investigation,Sustained,Suspension
7571,Internal investigation,Sustained,No action
7572,Internal investigation,Sustained,No action
7600,Internal investigation,Sustained,Suspension
7604,Internal investigation,Sustained,No action
7607,Internal investigation,Sustained,Written Reprimand
7608,Internal investigation,Sustained,No action
7609,Internal investigation,Sustained,No action
7610,Internal investigation,Sustained,Suspension
7666,Internal investigation,Sustained,Suspension
7689,Internal investigation,Sustained,Suspension
7701,Internal investigation,Sustained,Suspension
7703,Internal investigation,Not Sustained,No action
7705,Internal investigation,Sustained,Suspension
7706,Internal investigation,Sustained,No action
7707,Internal investigation,Sustained,No action
7708,Internal investigation,Sustained,No action
7709,Internal investigation,Sustained,Suspension
7710,Internal investigation,Sustained,No action
7711,Internal investigation,Sustained,No action
7718,Internal investigation,Sustained,Suspension
7719,Internal investigation,Sustained,No action
7755,Internal investigation,Not Sustained,No action
7774,Internal investigation,Sustained,Oral Reprimand
7775,Internal investigation,Not Sustained,No action
7776,Internal investigation,Sustained,No action
7797,Internal investigation,Sustained,Oral Reprimand
7806,Internal investigation,Sustained,Suspension
7807,Internal investigation,Sustained,No action
7823,Internal investigation,Sustained,Settlement Agreement
7825,Internal investigation,Sustained,No action
7826,Internal investigation,Sustained,No action
7827,Internal investigation,Not Sustained,No action
7828,Internal investigation,Not Sustained,No action
7829,Internal investigation,Sustained,No action
7830,Internal investigation,Sustained,No action
7831,Internal investigation,Sustained,No action
7832,Internal investigation,Sustained,No action
7833,Internal investigation,Sustained,No action
7834,Internal investigation,Not Sustained,No action
7835,Internal investigation,Sustained,No action
7836,Internal investigation,Not Sustained,No action
7837,Internal investigation,Not Sustained,No action
7838,Internal investigation,Sustained,No action
7839,Internal investigation,Sustained,No action
7840,Internal investigation,Sustained,No action
7841,Internal investigation,Sustained,No action
7843,Internal investigation,Unfounded,No action
7844,Internal investigation,Unfounded,No action
7845,Internal investigation,Not Sustained,No action
7846,Internal investigation,Unfounded,No action
7847,Internal investigation,Unfounded,No action
7848,Internal investigation,Unfounded,No action
7850,Internal investigation,Sustained,Oral Reprimand
7864,Internal investigation,Sustained,Oral Reprimand
7865,Internal investigation,Sustained,No action
7876,Internal investigation,Sustained,Counselling
7949,Internal investigation,Sustained,Oral Reprimand
7950,Internal investigation,Sustained,Suspension
7962,Internal investigation,Sustained,Suspension
8048,Internal investigation,Sustained,Suspension
8049,Internal investigation,Sustained,No action
8056,Internal investigation,Sustained,Suspension
8065,Internal investigation,Sustained,Suspension
8078,Internal investigation,Sustained,No action
8079,Internal investigation,Sustained,No action
8080,Internal investigation,Sustained,No action
8081,Internal investigation,Sustained,Suspension
8083,Internal investigation,Not Sustained,Settlement Agreement
8084,Internal investigation,Sustained,No action
8085,Internal investigation,Sustained,No action
8088,Internal investigation,Sustained,Suspension
8089,Internal investigation,Not Sustained,No action
8094,Internal investigation,Not Sustained,No action
8095,Internal investigation,Not Sustained,No action
8096,Internal investigation,Not Sustained,No action
8105,Internal investigation,Unfounded,No action
8106,Internal investigation,Unfounded,No action
8107,Internal investigation,Unfounded,No action
8108,Internal investigation,Unfounded,No action
8109,Internal investigation,Not Sustained,No action
8110,Internal investigation,Unfounded,No action
8111,Internal investigation,Sustained,Suspension
8112,Internal investigation,Sustained,No action
8165,Internal investigation,Sustained,No action
8166,Internal investigation,Sustained,No action
8167,Internal investigation,Not Sustained,No action
8173,Internal investigation,Sustained,Oral Reprimand
8174,Internal investigation,Not Sustained,No action
8199,Internal investigation,Sustained,No action
8200,Internal investigation,Sustained,No action
8201,Internal investigation,Sustained,No action
8202,Internal investigation,Sustained,No action
8204,Internal investigation,Sustained,No action
8205,Internal investigation,Sustained,Suspension
8206,Internal investigation,Sustained,No action
8207,Internal investigation,Not Sustained,No action
8208,Internal investigation,Sustained,No action
8209,Internal investigation,Sustained,No action
8211,Internal investigation,Not Sustained,No action
8212,Internal investigation,Not Sustained,No action
8213,Internal investigation,Sustained,Settlement Agreement
8216,Internal investigation,Sustained,Oral Reprimand
8241,Internal investigation,Sustained,Suspension
8245,Internal investigation,Sustained,Suspension
8246,Internal investigation,Not Sustained,No action
8247,Internal investigation,Sustained,No action
8248,Internal investigation,Sustained,No action
8249,Internal investigation,Sustained,No action
8250,Internal investigation,Sustained,No action
8251,Internal investigation,Sustained,No action
8252,Internal investigation,Sustained,No action
8253,Internal investigation,Sustained,No action
8254,Internal investigation,Sustained,No action
8255,Internal investigation,Sustained,No action
8256,Internal investigation,Sustained,No action
8257,Internal investigation,Sustained,No action
8258,Internal investigation,Exonerated,No action
8259,Internal investigation,Sustained,No action
8260,Internal investigation,Sustained,No action
8261,Internal investigation,Sustained,No action
8262,Internal investigation,Sustained,Oral Reprimand
8264,Internal investigation,Sustained,Oral Reprimand
8265,Internal investigation,Sustained,Oral Reprimand
8270,Internal investigation,Sustained,Suspension
8277,Internal investigation,Sustained,Oral Reprimand
8278,Internal investigation,Sustained,Oral Reprimand
8279,Internal investigation,Sustained,Oral Reprimand
8301,Internal investigation,Sustained,Oral Reprimand
8302,Internal investigation,Unfounded,No action
8303,Internal investigation,Unfounded,No action
8304,Internal investigation,Unfounded,No action
8305,Internal investigation,Unfounded,No action
8306,Internal investigation,Unfounded,No action
8307,Internal investigation,Unfounded,No action
8308,Internal investigation,Unfounded,No action
8313,Internal investigation,Sustained,Oral Reprimand
8320,Internal investigation,Sustained,Suspension
8321,Internal investigation,Sustained,No action
8330,Internal investigation,Sustained,Suspension
8331,Internal investigation,Sustained,No action
8337,Internal investigation,Sustained,No action
8340,Internal investigation,Unfounded,No action
8350,Internal investigation,Sustained,Suspension
8351,Internal investigation,Sustained,No action
8352,Internal investigation,Unfounded,No action
8353,Internal investigation,Unfounded,No action
8354,Internal investigation,Unfounded,No action
8355,Internal investigation,Unfounded,No action
8356,Internal investigation,Unfounded,No action
8358,Internal investigation,Sustained,Termination
8359,Internal investigation,Sustained,No action
8360,Internal investigation,Sustained,No action
8361,Internal investigation,Sustained,No action
8362,Internal investigation,Sustained,No action
8363,Internal investigation,Sustained,No action
8381,Internal investigation,Sustained,Oral Reprimand
8382,Internal investigation,Sustained,No action
8394,Internal investigation,Sustained,Oral Reprimand
8395,Internal investigation,Unfounded,No action
8411,Internal investigation,Sustained,Oral Reprimand
8422,Internal investigation,Not Sustained,Oral Reprimand
8423,Internal investigation,Sustained,No action
8431,Internal investigation,Sustained,No action
8432,Internal investigation,Sustained,No action
8474,Internal investigation,Sustained,Settlement Agreement
8481,Internal investigation,Unfounded,No action
8482,Internal investigation,Unfounded,No action
8483,Internal investigation,Unfounded,No action
8484,Internal investigation,Unfounded,No action
8485,Internal investigation,Unfounded,No action
8486,Internal investigation,Unfounded,No action
8491,Internal investigation,Not Sustained,No action
8492,Internal investigation,Not Sustained,No action
8493,Internal investigation,Sustained,No action
8494,Internal investigation,Sustained,Suspension
8495,Internal investigation,Sustained,No action
8496,Internal investigation,Sustained,No action
8510,Internal investigation,Sustained,Settlement Agreement
8511,Internal investigation,Not Sustained,No action
8512,Internal investigation,Sustained,Suspension
8538,Internal investigation,Sustained,Suspension
8571,Internal investigation,Exonerated,Oral Reprimand
8572,Internal investigation,Exonerated,No action
8573,Internal investigation,Exonerated,No action
8574,Internal investigation,Exonerated,No action
8575,Internal investigation,Sustained,No action
8576,Internal investigation,Exonerated,No action
8577,Internal investigation,Sustained,No action
8578,Internal investigation,Exonerated,No action
8579,Internal investigation,Sustained,No action
8580,Internal investigation,Sustained,No action
8581,Internal investigation,Sustained,No action
8582,Internal investigation,Sustained,No action
8583,Internal investigation,Exonerated,No action
8584,Internal investigation,Exonerated,No action
8585,Internal investigation,Exonerated,No action
8591,Internal investigation,Sustained,Suspension
8592,Internal investigation,Sustained,No action
8624,Internal investigation,Sustained,Oral Reprimand
8625,Internal investigation,Not Sustained,No action
8652,Internal investigation,Sustained,No action
8653,Internal investigation,Sustained,No action
8654,Internal investigation,Sustained,No action
8676,Internal investigation,Sustained,Suspension
8677,Internal investigation,Sustained,No action
8678,Internal investigation,Sustained,No action
8700,Internal investigation,Exonerated,No action
8723,Internal investigation,Sustained,Settlement Agreement
8749,Internal investigation,Sustained,Suspension
8750,Internal investigation,Sustained,No action
8751,Internal investigation,Unfounded,No action
8772,Internal investigation,Sustained,Resigned/Retired and Charges Pending
8773,Internal investigation,Sustained,No action
8774,Internal investigation,Sustained,No action
8787,Internal investigation,Unfounded,No action
8788,Internal investigation,Exonerated,No action
8793,Internal investigation,Sustained,Resigned/Retired and Charges Pending
8794,Internal investigation,Sustained,No action
8795,Internal investigation,Sustained,No action
8796,Internal investigation,Sustained,No action
8797,Internal investigation,Sustained,No action
8809,Internal investigation,Sustained,No action
8810,Internal investigation,Sustained,No action
8811,Internal investigation,Sustained,No action
8812,Internal investigation,Sustained,No action
8813,Internal investigation,Sustained,No action
8814,Internal investigation,Sustained,No action
8853,Internal investigation,Sustained,No action
8854,Internal investigation,Sustained,No action
8855,Internal investigation,Sustained,No action
8862,Internal investigation,Sustained,Suspension
8863,Internal investigation,Sustained,No action
8864,Internal investigation,Sustained,No action
8875,Internal investigation,Unfounded,No action
8876,Internal investigation,Unfounded,No action
8887,Internal investigation,Unfounded,No action
8888,Internal investigation,Unfounded,No action
8899,Internal investigation,Sustained,No action
8900,Internal investigation,Not Sustained,No action
8927,Internal investigation,Sustained,No action
8928,Internal investigation,Sustained,No action
8929,Internal investigation,Sustained,No action
8936,Internal investigation,Sustained,Suspension
8938,Internal investigation,Sustained,Resigned/Retired and Charges Pending
8939,Internal investigation,Sustained,No action
8940,Internal investigation,Sustained,No action
8941,Internal investigation,Sustained,No action
8942,Internal investigation,Not Sustained,No action
8954,Internal investigation,Not Sustained,No action
8955,Internal investigation,Sustained,Termination
8956,Internal investigation,Sustained,No action
8958,Internal investigation,Not Sustained,Resigned/Retired and Charges Pending
8959,Internal investigation,Not Sustained,No action
8960,Internal investigation,Sustained,Resigned
8970,Internal investigation,Not Sustained,No action
8971,Internal investigation,Sustained,Suspension
8979,Internal investigation,Sustained,No action
8980,Internal investigation,Sustained,No action
8981,Internal investigation,Sustained,No action
8982,Internal investigation,Sustained,No action
8983,Internal investigation,Sustained,No action
9046,Internal investigation,Sustained,Oral Reprimand
9054,Internal investigation,Exonerated,No action
9070,Internal investigation,Not Sustained,No action
9071,Internal investigation,Not Sustained,No action
9132,Internal investigation,Sustained,Oral Reprimand
9133,Internal investigation,Sustained,No action
9151,Internal investigation,Sustained,Oral Reprimand
9152,Internal investigation,Sustained,Oral Reprimand
9156,Internal investigation,Exonerated,No action
9158,Internal investigation,Sustained,No action
9159,Internal investigation,Sustained,No action
9160,Internal investigation,Not Sustained,No action
9171,Internal investigation,Not Sustained,No action
9172,Internal investigation,Sustained,No action
9173,Internal investigation,Not Sustained,No action
9174,Internal investigation,Sustained,No action
9175,Internal investigation,Sustained,No action
9176,Internal investigation,Sustained,No action
9183,Internal investigation,Sustained,No action
9184,Internal investigation,Sustained,No action
9185,Internal investigation,Sustained,No action
9186,Internal investigation,Sustained,No action
9187,Internal investigation,Sustained,No action
9188,Internal investigation,Sustained,No action
9189,Internal investigation,Sustained,No action
9190,Internal investigation,Sustained,No action
9219,Internal investigation,Exonerated,No action
9224,Internal investigation,Sustained,Oral Reprimand
9226,Internal investigation,Sustained,Suspension
9227,Internal investigation,Sustained,No action
9228,Internal investigation,Not Sustained,No action
9229,Internal investigation,Sustained,No action
9230,Internal investigation,Sustained,No action
9231,Internal investigation,Sustained,No action
9232,Internal investigation,Sustained,No action
9233,Internal investigation,Exonerated,No action
9234,Internal investigation,Sustained,Oral Reprimand
9249,Internal investigation,Not Sustained,No action
9250,Internal investigation,Not Sustained,No action
9278,Internal investigation,Sustained,No action
9279,Internal investigation,Sustained,Oral Reprimand
9280,Internal investigation,Sustained,No action
9281,Internal investigation,Not Sustained,No action
9282,Internal investigation,Sustained,No action
9283,Internal investigation,Sustained,No action
9297,Internal investigation,Sustained,Oral Reprimand
9318,Internal investigation,Sustained,Suspension
9319,Internal investigation,Sustained,No action
9320,Internal investigation,Sustained,Suspension
9321,Internal investigation,Sustained,No action
9322,Internal investigation,Sustained,No action
9323,Internal investigation,Unfounded,No action
9324,Internal investigation,Unfounded,No action
9325,Internal investigation,Sustained,No action
9328,Internal investigation,Sustained,Suspension
9333,Internal investigation,Sustained,Oral Reprimand
